Year,race,sex,Arrest type,Juvenile indicator,Total Arrests,Population,"Arrests per 100,000"
1998,Asian,Female,All Combined,1,3163,417248.1953,758.062
1999,Asian,Female,All Combined,1,3013,422725.1055,712.7563
2000,Asian,Female,All Combined,1,2833,428202,661.6036
2001,Asian,Female,All Combined,1,2501,432297,578.5374
2002,Asian,Female,All Combined,1,2362,460533,512.884
2003,Asian,Female,All Combined,1,2542,455630,557.9088
2004,Asian,Female,All Combined,1,2419,463219,522.2152
2005,Asian,Female,All Combined,1,2268,477278,475.1948
2006,Asian,Female,All Combined,1,2212,466067,474.6099
2007,Asian,Female,All Combined,1,2368,460104,514.6663
2008,Asian,Female,All Combined,1,2402,456485,526.1947
2009,Asian,Female,All Combined,1,2135,469488,454.7507
2010,Asian,Female,All Combined,1,1959,498426,393.0373
2011,Asian,Female,All Combined,1,1573,484734,324.5079
2012,Asian,Female,All Combined,1,1240,490026,253.0478
2013,Asian,Female,All Combined,1,842,485939,173.2728
1980,Asian,Female,Felony - Drug,1,7,179520,3.899287
1981,Asian,Female,Felony - Drug,1,7,198911.3047,3.519156
1982,Asian,Female,Felony - Drug,1,15,218302.5977,6.871196
1983,Asian,Female,Felony - Drug,1,10,237693.9023,4.207091
1984,Asian,Female,Felony - Drug,1,11,257085.1953,4.278737
1985,Asian,Female,Felony - Drug,1,8,276476.5,2.893555
1986,Asian,Female,Felony - Drug,1,5,295867.8027,1.689944
1987,Asian,Female,Felony - Drug,1,8,315259.1094,2.537595
1988,Asian,Female,Felony - Drug,1,10,334650.3906,2.988193
1989,Asian,Female,Felony - Drug,1,4,354041.6953,1.12981
1990,Asian,Female,Felony - Drug,1,6,373433,1.606714
1991,Asian,Female,Felony - Drug,1,7,378909.8945,1.847405
1992,Asian,Female,Felony - Drug,1,10,384386.8047,2.601546
1993,Asian,Female,Felony - Drug,1,13,389863.6953,3.334499
1994,Asian,Female,Felony - Drug,1,23,395340.6055,5.817768
1995,Asian,Female,Felony - Drug,1,24,400817.5,5.987762
1996,Asian,Female,Felony - Drug,1,30,406294.3945,7.383809
1997,Asian,Female,Felony - Drug,1,34,411771.3047,8.25701
1998,Asian,Female,Felony - Drug,1,23,417248.1953,5.512307
1999,Asian,Female,Felony - Drug,1,37,422725.1055,8.752733
2000,Asian,Female,Felony - Drug,1,32,428202,7.473108
2001,Asian,Female,Felony - Drug,1,38,432297,8.790253
2002,Asian,Female,Felony - Drug,1,36,460533,7.817029
2003,Asian,Female,Felony - Drug,1,49,455630,10.75434
2004,Asian,Female,Felony - Drug,1,25,463219,5.397015
2005,Asian,Female,Felony - Drug,1,30,477278,6.285645
2006,Asian,Female,Felony - Drug,1,33,466067,7.080527
2007,Asian,Female,Felony - Drug,1,32,460104,6.954949
2008,Asian,Female,Felony - Drug,1,40,456485,8.762609
2009,Asian,Female,Felony - Drug,1,39,469488,8.306922
2010,Asian,Female,Felony - Drug,1,41,498426,8.225895
2011,Asian,Female,Felony - Drug,1,27,484734,5.570065
2012,Asian,Female,Felony - Drug,1,20,490026,4.081416
2013,Asian,Female,Felony - Drug,1,22,485939,4.527317
1980,Asian,Female,Felony - Other,1,5,179520,2.785205
1981,Asian,Female,Felony - Other,1,9,198911.3047,4.52463
1982,Asian,Female,Felony - Other,1,9,218302.5977,4.122718
1983,Asian,Female,Felony - Other,1,3,237693.9023,1.262127
1984,Asian,Female,Felony - Other,1,5,257085.1953,1.944881
1985,Asian,Female,Felony - Other,1,10,276476.5,3.616944
1986,Asian,Female,Felony - Other,1,1,295867.8027,0.3379888
1987,Asian,Female,Felony - Other,1,11,315259.1094,3.489193
1988,Asian,Female,Felony - Other,1,12,334650.3906,3.585832
1989,Asian,Female,Felony - Other,1,9,354041.6953,2.542073
1990,Asian,Female,Felony - Other,1,15,373433,4.016785
1991,Asian,Female,Felony - Other,1,28,378909.8945,7.38962
1992,Asian,Female,Felony - Other,1,52,384386.8047,13.52804
1993,Asian,Female,Felony - Other,1,91,389863.6953,23.34149
1994,Asian,Female,Felony - Other,1,63,395340.6055,15.93563
1995,Asian,Female,Felony - Other,1,58,400817.5,14.47043
1996,Asian,Female,Felony - Other,1,49,406294.3945,12.06022
1997,Asian,Female,Felony - Other,1,68,411771.3047,16.51402
1998,Asian,Female,Felony - Other,1,54,417248.1953,12.94194
1999,Asian,Female,Felony - Other,1,50,422725.1055,11.82802
2000,Asian,Female,Felony - Other,1,43,428202,10.04199
2001,Asian,Female,Felony - Other,1,45,432297,10.40951
2002,Asian,Female,Felony - Other,1,66,460533,14.33122
2003,Asian,Female,Felony - Other,1,50,455630,10.97382
2004,Asian,Female,Felony - Other,1,63,463219,13.60048
2005,Asian,Female,Felony - Other,1,41,477278,8.590382
2006,Asian,Female,Felony - Other,1,54,466067,11.58632
2007,Asian,Female,Felony - Other,1,64,460104,13.9099
2008,Asian,Female,Felony - Other,1,53,456485,11.61046
2009,Asian,Female,Felony - Other,1,54,469488,11.50189
2010,Asian,Female,Felony - Other,1,48,498426,9.630316
2011,Asian,Female,Felony - Other,1,44,484734,9.077144
2012,Asian,Female,Felony - Other,1,19,490026,3.877345
2013,Asian,Female,Felony - Other,1,18,485939,3.704169
1980,Asian,Female,Felony - Property,1,56,179520,31.1943
1981,Asian,Female,Felony - Property,1,63,198911.3047,31.67241
1982,Asian,Female,Felony - Property,1,71,218302.5977,32.52366
1983,Asian,Female,Felony - Property,1,50,237693.9023,21.03546
1984,Asian,Female,Felony - Property,1,45,257085.1953,17.50393
1985,Asian,Female,Felony - Property,1,47,276476.5,16.99964
1986,Asian,Female,Felony - Property,1,70,295867.8027,23.65922
1987,Asian,Female,Felony - Property,1,101,315259.1094,32.03714
1988,Asian,Female,Felony - Property,1,106,334650.3906,31.67485
1989,Asian,Female,Felony - Property,1,132,354041.6953,37.28374
1990,Asian,Female,Felony - Property,1,138,373433,36.95442
1991,Asian,Female,Felony - Property,1,251,378909.8945,66.24266
1992,Asian,Female,Felony - Property,1,343,384386.8047,89.23303
1993,Asian,Female,Felony - Property,1,427,389863.6953,109.5255
1994,Asian,Female,Felony - Property,1,424,395340.6055,107.2493
1995,Asian,Female,Felony - Property,1,440,400817.5,109.7756
1996,Asian,Female,Felony - Property,1,515,406294.3945,126.7554
1997,Asian,Female,Felony - Property,1,496,411771.3047,120.4552
1998,Asian,Female,Felony - Property,1,430,417248.1953,103.0562
1999,Asian,Female,Felony - Property,1,400,422725.1055,94.62414
2000,Asian,Female,Felony - Property,1,366,428202,85.47368
2001,Asian,Female,Felony - Property,1,311,432297,71.94128
2002,Asian,Female,Felony - Property,1,326,460533,70.78754
2003,Asian,Female,Felony - Property,1,314,455630,68.91557
2004,Asian,Female,Felony - Property,1,342,463219,73.83117
2005,Asian,Female,Felony - Property,1,289,477278,60.55171
2006,Asian,Female,Felony - Property,1,258,466067,55.35685
2007,Asian,Female,Felony - Property,1,281,460104,61.07315
2008,Asian,Female,Felony - Property,1,280,456485,61.33827
2009,Asian,Female,Felony - Property,1,225,469488,47.92455
2010,Asian,Female,Felony - Property,1,212,498426,42.5339
2011,Asian,Female,Felony - Property,1,178,484734,36.72117
2012,Asian,Female,Felony - Property,1,112,490026,22.85593
2013,Asian,Female,Felony - Property,1,88,485939,18.10927
1980,Asian,Female,Felony - Violent/Sex,1,11,179520,6.127451
1981,Asian,Female,Felony - Violent/Sex,1,16,198911.3047,8.043786
1982,Asian,Female,Felony - Violent/Sex,1,7,218302.5977,3.206558
1983,Asian,Female,Felony - Violent/Sex,1,5,237693.9023,2.103546
1984,Asian,Female,Felony - Violent/Sex,1,14,257085.1953,5.445665
1985,Asian,Female,Felony - Violent/Sex,1,13,276476.5,4.702027
1986,Asian,Female,Felony - Violent/Sex,1,10,295867.8027,3.379888
1987,Asian,Female,Felony - Violent/Sex,1,13,315259.1094,4.123592
1988,Asian,Female,Felony - Violent/Sex,1,13,334650.3906,3.884651
1989,Asian,Female,Felony - Violent/Sex,1,23,354041.6953,6.49641
1990,Asian,Female,Felony - Violent/Sex,1,21,373433,5.623499
1991,Asian,Female,Felony - Violent/Sex,1,37,378909.8945,9.764854
1992,Asian,Female,Felony - Violent/Sex,1,54,384386.8047,14.04835
1993,Asian,Female,Felony - Violent/Sex,1,99,389863.6953,25.39349
1994,Asian,Female,Felony - Violent/Sex,1,127,395340.6055,32.1242
1995,Asian,Female,Felony - Violent/Sex,1,83,400817.5,20.70768
1996,Asian,Female,Felony - Violent/Sex,1,122,406294.3945,30.02749
1997,Asian,Female,Felony - Violent/Sex,1,108,411771.3047,26.22815
1998,Asian,Female,Felony - Violent/Sex,1,121,417248.1953,28.99953
1999,Asian,Female,Felony - Violent/Sex,1,114,422725.1055,26.96788
2000,Asian,Female,Felony - Violent/Sex,1,91,428202,21.25165
2001,Asian,Female,Felony - Violent/Sex,1,84,432297,19.43109
2002,Asian,Female,Felony - Violent/Sex,1,69,460533,14.98264
2003,Asian,Female,Felony - Violent/Sex,1,87,455630,19.09444
2004,Asian,Female,Felony - Violent/Sex,1,65,463219,14.03224
2005,Asian,Female,Felony - Violent/Sex,1,74,477278,15.50459
2006,Asian,Female,Felony - Violent/Sex,1,65,466067,13.94649
2007,Asian,Female,Felony - Violent/Sex,1,64,460104,13.9099
2008,Asian,Female,Felony - Violent/Sex,1,71,456485,15.55363
2009,Asian,Female,Felony - Violent/Sex,1,60,469488,12.77988
2010,Asian,Female,Felony - Violent/Sex,1,53,498426,10.63347
2011,Asian,Female,Felony - Violent/Sex,1,47,484734,9.696039
2012,Asian,Female,Felony - Violent/Sex,1,32,490026,6.530266
2013,Asian,Female,Felony - Violent/Sex,1,26,485939,5.350466
1980,Asian,Female,Misdemeanor,1,423,179520,235.6283
1981,Asian,Female,Misdemeanor,1,403,198911.3047,202.6029
1982,Asian,Female,Misdemeanor,1,321,218302.5977,147.0436
1983,Asian,Female,Misdemeanor,1,277,237693.9023,116.5364
1984,Asian,Female,Misdemeanor,1,273,257085.1953,106.1905
1985,Asian,Female,Misdemeanor,1,312,276476.5,112.8486
1986,Asian,Female,Misdemeanor,1,381,295867.8027,128.7737
1987,Asian,Female,Misdemeanor,1,384,315259.1094,121.8046
1988,Asian,Female,Misdemeanor,1,448,334650.3906,133.871
1989,Asian,Female,Misdemeanor,1,624,354041.6953,176.2504
1990,Asian,Female,Misdemeanor,1,575,373433,153.9767
1991,Asian,Female,Misdemeanor,1,976,378909.8945,257.581
1992,Asian,Female,Misdemeanor,1,1349,384386.8047,350.9486
1993,Asian,Female,Misdemeanor,1,1701,389863.6953,436.3063
1994,Asian,Female,Misdemeanor,1,1873,395340.6055,473.7687
1995,Asian,Female,Misdemeanor,1,1881,400817.5,469.2909
1996,Asian,Female,Misdemeanor,1,2121,406294.3945,522.0353
1997,Asian,Female,Misdemeanor,1,2092,411771.3047,508.049
1998,Asian,Female,Misdemeanor,1,2060,417248.1953,493.7109
1999,Asian,Female,Misdemeanor,1,1882,422725.1055,445.2066
2000,Asian,Female,Misdemeanor,1,1818,428202,424.566
2001,Asian,Female,Misdemeanor,1,1591,432297,368.034
2002,Asian,Female,Misdemeanor,1,1467,460533,318.5439
2003,Asian,Female,Misdemeanor,1,1713,455630,375.963
2004,Asian,Female,Misdemeanor,1,1628,463219,351.4536
2005,Asian,Female,Misdemeanor,1,1566,477278,328.1107
2006,Asian,Female,Misdemeanor,1,1551,466067,332.7848
2007,Asian,Female,Misdemeanor,1,1646,460104,357.7452
2008,Asian,Female,Misdemeanor,1,1620,456485,354.8857
2009,Asian,Female,Misdemeanor,1,1479,469488,315.024
2010,Asian,Female,Misdemeanor,1,1298,498426,260.4198
2011,Asian,Female,Misdemeanor,1,1072,484734,221.1522
2012,Asian,Female,Misdemeanor,1,861,490026,175.705
2013,Asian,Female,Misdemeanor,1,587,485939,120.7971
1980,Asian,Female,Status,1,134,179520,74.64349
1981,Asian,Female,Status,1,81,198911.3047,40.72167
1982,Asian,Female,Status,1,71,218302.5977,32.52366
1983,Asian,Female,Status,1,63,237693.9023,26.50468
1984,Asian,Female,Status,1,72,257085.1953,28.00628
1985,Asian,Female,Status,1,84,276476.5,30.38233
1986,Asian,Female,Status,1,159,295867.8027,53.74022
1987,Asian,Female,Status,1,114,315259.1094,36.16073
1988,Asian,Female,Status,1,130,334650.3906,38.84651
1989,Asian,Female,Status,1,181,354041.6953,51.12392
1990,Asian,Female,Status,1,175,373433,46.86249
1991,Asian,Female,Status,1,223,378909.8945,58.85304
1992,Asian,Female,Status,1,256,384386.8047,66.59958
1993,Asian,Female,Status,1,387,389863.6953,99.26546
1994,Asian,Female,Status,1,499,395340.6055,126.2203
1995,Asian,Female,Status,1,481,400817.5,120.0047
1996,Asian,Female,Status,1,566,406294.3945,139.3078
1997,Asian,Female,Status,1,463,411771.3047,112.4411
1998,Asian,Female,Status,1,475,417248.1953,113.8411
1999,Asian,Female,Status,1,530,422725.1055,125.377
2000,Asian,Female,Status,1,483,428202,112.7972
2001,Asian,Female,Status,1,432,432297,99.9313
2002,Asian,Female,Status,1,398,460533,86.4216
2003,Asian,Female,Status,1,329,455630,72.20771
2004,Asian,Female,Status,1,296,463219,63.90066
2005,Asian,Female,Status,1,268,477278,56.15176
2006,Asian,Female,Status,1,251,466067,53.85492
2007,Asian,Female,Status,1,281,460104,61.07315
2008,Asian,Female,Status,1,338,456485,74.04405
2009,Asian,Female,Status,1,278,469488,59.21344
2010,Asian,Female,Status,1,307,498426,61.5939
2011,Asian,Female,Status,1,205,484734,42.29124
2012,Asian,Female,Status,1,196,490026,39.99788
2013,Asian,Female,Status,1,101,485939,20.7845
1980,Asian,Male,All Combined,1,2063,188180,1096.291
1981,Asian,Male,All Combined,1,2227,209030.5996,1065.394
1982,Asian,Male,All Combined,1,1834,229881.2012,797.8034
1983,Asian,Male,All Combined,1,1497,250731.7988,597.0523
1984,Asian,Male,All Combined,1,1702,271582.4004,626.6974
1985,Asian,Male,All Combined,1,1937,292433,662.374
1986,Asian,Male,All Combined,1,2221,313283.5957,708.9423
1987,Asian,Male,All Combined,1,2446,334134.1992,732.0412
1988,Asian,Male,All Combined,1,3097,354984.8008,872.4317
1989,Asian,Male,All Combined,1,3959,375835.4023,1053.387
1990,Asian,Male,All Combined,1,3536,396686,891.3851
1991,Asian,Male,All Combined,1,6191,402909.3945,1536.574
1992,Asian,Male,All Combined,1,8060,409132.8047,1970.021
1993,Asian,Male,All Combined,1,9756,415356.1953,2348.827
1994,Asian,Male,All Combined,1,10001,421579.6055,2372.269
1995,Asian,Male,All Combined,1,10278,427803,2402.508
1996,Asian,Male,All Combined,1,11276,434026.3945,2597.999
1997,Asian,Male,All Combined,1,11043,440249.8047,2508.349
1998,Asian,Male,All Combined,1,10604,446473.1953,2375.059
1999,Asian,Male,All Combined,1,9840,452696.6055,2173.641
2000,Asian,Male,All Combined,1,8944,458920,1948.924
2001,Asian,Male,All Combined,1,8080,456560,1769.756
2002,Asian,Male,All Combined,1,7715,487017,1584.134
2003,Asian,Male,All Combined,1,7344,494555,1484.971
2004,Asian,Male,All Combined,1,6525,487760,1337.748
2005,Asian,Male,All Combined,1,6298,500270,1258.92
2006,Asian,Male,All Combined,1,6197,489762,1265.308
2007,Asian,Male,All Combined,1,6333,480776,1317.245
2008,Asian,Male,All Combined,1,5836,479212,1217.833
2009,Asian,Male,All Combined,1,5196,495769,1048.069
2010,Asian,Male,All Combined,1,4268,523063,815.9629
2011,Asian,Male,All Combined,1,3282,520093,631.041
2012,Asian,Male,All Combined,1,2592,512372,505.8824
2013,Asian,Male,All Combined,1,2061,517383,398.3509
1980,Asian,Male,Felony - Drug,1,46,188180,24.44468
1981,Asian,Male,Felony - Drug,1,39,209030.5996,18.65755
1982,Asian,Male,Felony - Drug,1,40,229881.2012,17.40029
1983,Asian,Male,Felony - Drug,1,47,250731.7988,18.74513
1984,Asian,Male,Felony - Drug,1,36,271582.4004,13.25565
1985,Asian,Male,Felony - Drug,1,53,292433,18.12381
1986,Asian,Male,Felony - Drug,1,33,313283.5957,10.53359
1987,Asian,Male,Felony - Drug,1,49,334134.1992,14.66477
1988,Asian,Male,Felony - Drug,1,56,354984.8008,15.77532
1989,Asian,Male,Felony - Drug,1,51,375835.4023,13.56977
1990,Asian,Male,Felony - Drug,1,25,396686,6.302214
1991,Asian,Male,Felony - Drug,1,44,402909.3945,10.92057
1992,Asian,Male,Felony - Drug,1,89,409132.8047,21.75333
1993,Asian,Male,Felony - Drug,1,97,415356.1953,23.35345
1994,Asian,Male,Felony - Drug,1,106,421579.6055,25.14353
1995,Asian,Male,Felony - Drug,1,107,427803,25.01151
1996,Asian,Male,Felony - Drug,1,143,434026.3945,32.9473
1997,Asian,Male,Felony - Drug,1,187,440249.8047,42.47588
1998,Asian,Male,Felony - Drug,1,164,446473.1953,36.73233
1999,Asian,Male,Felony - Drug,1,167,452696.6055,36.89005
2000,Asian,Male,Felony - Drug,1,227,458920,49.46396
2001,Asian,Male,Felony - Drug,1,200,456560,43.80585
2002,Asian,Male,Felony - Drug,1,172,487017,35.31704
2003,Asian,Male,Felony - Drug,1,180,494555,36.39635
2004,Asian,Male,Felony - Drug,1,147,487760,30.13777
2005,Asian,Male,Felony - Drug,1,155,500270,30.98327
2006,Asian,Male,Felony - Drug,1,178,489762,36.34418
2007,Asian,Male,Felony - Drug,1,184,480776,38.27146
2008,Asian,Male,Felony - Drug,1,188,479212,39.23107
2009,Asian,Male,Felony - Drug,1,244,495769,49.21647
2010,Asian,Male,Felony - Drug,1,229,523063,43.78058
2011,Asian,Male,Felony - Drug,1,176,520093,33.8401
2012,Asian,Male,Felony - Drug,1,124,512372,24.20117
2013,Asian,Male,Felony - Drug,1,96,517383,18.55492
1980,Asian,Male,Felony - Other,1,127,188180,67.48857
1981,Asian,Male,Felony - Other,1,106,209030.5996,50.71028
1982,Asian,Male,Felony - Other,1,92,229881.2012,40.02067
1983,Asian,Male,Felony - Other,1,82,250731.7988,32.70427
1984,Asian,Male,Felony - Other,1,95,271582.4004,34.98018
1985,Asian,Male,Felony - Other,1,68,292433,23.25319
1986,Asian,Male,Felony - Other,1,83,313283.5957,26.49357
1987,Asian,Male,Felony - Other,1,93,334134.1992,27.83313
1988,Asian,Male,Felony - Other,1,99,354984.8008,27.88852
1989,Asian,Male,Felony - Other,1,161,375835.4023,42.8379
1990,Asian,Male,Felony - Other,1,179,396686,45.12385
1991,Asian,Male,Felony - Other,1,347,402909.3945,86.12358
1992,Asian,Male,Felony - Other,1,467,409132.8047,114.1439
1993,Asian,Male,Felony - Other,1,612,415356.1953,147.3434
1994,Asian,Male,Felony - Other,1,556,421579.6055,131.8849
1995,Asian,Male,Felony - Other,1,544,427803,127.1613
1996,Asian,Male,Felony - Other,1,549,434026.3945,126.49
1997,Asian,Male,Felony - Other,1,544,440249.8047,123.5662
1998,Asian,Male,Felony - Other,1,512,446473.1953,114.6765
1999,Asian,Male,Felony - Other,1,540,452696.6055,119.2852
2000,Asian,Male,Felony - Other,1,415,458920,90.4297
2001,Asian,Male,Felony - Other,1,397,456560,86.95462
2002,Asian,Male,Felony - Other,1,431,487017,88.49794
2003,Asian,Male,Felony - Other,1,413,494555,83.50941
2004,Asian,Male,Felony - Other,1,424,487760,86.92799
2005,Asian,Male,Felony - Other,1,429,500270,85.75369
2006,Asian,Male,Felony - Other,1,471,489762,96.16916
2007,Asian,Male,Felony - Other,1,501,480776,104.2065
2008,Asian,Male,Felony - Other,1,510,479212,106.4247
2009,Asian,Male,Felony - Other,1,409,495769,82.4981
2010,Asian,Male,Felony - Other,1,329,523063,62.89873
2011,Asian,Male,Felony - Other,1,223,520093,42.87695
2012,Asian,Male,Felony - Other,1,204,512372,39.81482
2013,Asian,Male,Felony - Other,1,148,517383,28.6055
1980,Asian,Male,Felony - Property,1,477,188180,253.4807
1981,Asian,Male,Felony - Property,1,559,209030.5996,267.425
1982,Asian,Male,Felony - Property,1,455,229881.2012,197.9283
1983,Asian,Male,Felony - Property,1,349,250731.7988,139.1926
1984,Asian,Male,Felony - Property,1,354,271582.4004,130.3472
1985,Asian,Male,Felony - Property,1,437,292433,149.4359
1986,Asian,Male,Felony - Property,1,489,313283.5957,156.0886
1987,Asian,Male,Felony - Property,1,567,334134.1992,169.6923
1988,Asian,Male,Felony - Property,1,783,354984.8008,220.5728
1989,Asian,Male,Felony - Property,1,1098,375835.4023,292.1492
1990,Asian,Male,Felony - Property,1,932,396686,234.9465
